# t,x,y,z,qx,qy,qz,qw
1772335432.423795,672.313364,-438.919567,39.010685,0.370502,0.927126,-0.006170,-0.055926
1772335432.444795,672.145883,-439.065257,38.999779,0.370016,0.927318,-0.006071,-0.055961
1772335432.465795,671.978403,-439.210796,38.988941,0.369529,0.927499,-0.005969,-0.056192
1772335432.492796,671.762521,-439.397747,38.975105,0.368912,0.927739,-0.005728,-0.056313
1772335432.513796,671.594614,-439.543010,38.964417,0.368429,0.927940,-0.005688,-0.056179
1772335432.534797,671.426279,-439.688060,38.953804,0.367949,0.928137,-0.005592,-0.056074
1772335432.564797,671.185800,-439.895092,38.938713,0.367260,0.928419,-0.005561,-0.055921
1772335432.594798,670.944711,-440.101848,38.923607,0.366579,0.928712,-0.005482,-0.055535
1772335432.624799,670.703501,-440.308300,38.908440,0.365897,0.929003,-0.005476,-0.055164
1772335432.654799,670.461801,-440.514476,38.893150,0.365215,0.929297,-0.005521,-0.054715
1772335432.684800,670.219919,-440.720348,38.877720,0.364540,0.929591,-0.005508,-0.054228
1772335432.714801,669.977609,-440.925914,38.862118,0.363861,0.929888,-0.005623,-0.053684
1772335432.744801,669.735117,-441.131176,38.846333,0.363190,0.930183,-0.005654,-0.053117
1772335432.774802,669.492197,-441.336132,38.830345,0.362517,0.930476,-0.005781,-0.052555
1772335432.804803,669.249277,-441.540752,38.814167,0.361853,0.930766,-0.005784,-0.051992
1772335432.834803,669.005747,-441.745067,38.797787,0.361183,0.931056,-0.005948,-0.051445
1772335432.864804,668.762216,-441.949047,38.781231,0.360526,0.931342,-0.005935,-0.050861
1772335432.891804,668.542673,-442.132335,38.766171,0.359930,0.931601,-0.006085,-0.050326
1772335432.912805,668.371775,-442.274700,38.754375,0.359469,0.931793,-0.006130,-0.050061
1772335432.933805,668.200876,-442.416912,38.742512,0.359013,0.931984,-0.006123,-0.049780
1772335432.963806,667.956491,-442.619793,38.725468,0.358361,0.932257,-0.006178,-0.049353
1772335432.993807,667.711740,-442.822307,38.708351,0.357711,0.932529,-0.006250,-0.048935
1772335433.023807,667.466989,-443.024486,38.691181,0.357067,0.932797,-0.006252,-0.048506
1772335433.053808,667.221750,-443.226330,38.673946,0.356424,0.933064,-0.006309,-0.048102
1772335433.083808,666.976389,-443.427837,38.656685,0.355787,0.933324,-0.006285,-0.047768
1772335433.113809,666.731028,-443.629009,38.639389,0.355151,0.933586,-0.006296,-0.047381
1772335433.140810,666.509714,-443.809734,38.623837,0.354583,0.933814,-0.006261,-0.047158
1772335433.161810,666.337534,-443.950084,38.611736,0.354142,0.933996,-0.006287,-0.046858
1772335433.182811,666.165354,-444.090282,38.599644,0.353705,0.934170,-0.006214,-0.046690
1772335433.212811,665.919260,-444.290264,38.582417,0.353082,0.934412,-0.006137,-0.046580
1772335433.242812,665.672678,-444.489910,38.565269,0.352463,0.934654,-0.006034,-0.046427
1772335433.272813,665.426096,-444.689220,38.548244,0.351850,0.934897,-0.005898,-0.046204
1772335433.302813,665.179514,-444.888164,38.531357,0.351240,0.935133,-0.005772,-0.046077
1772335433.332814,664.932322,-445.086742,38.514595,0.350634,0.935369,-0.005623,-0.045925
1772335433.362814,664.685129,-445.284984,38.497974,0.350036,0.935600,-0.005373,-0.045812
1772335433.392815,664.437937,-445.482891,38.481503,0.349439,0.935831,-0.005201,-0.045676
1772335433.422816,664.190256,-445.680462,38.465199,0.348849,0.936054,-0.004929,-0.045630
1772335433.452816,663.942453,-445.877727,38.449062,0.348265,0.936280,-0.004661,-0.045489
1772335433.479817,663.719431,-446.054974,38.434700,0.347745,0.936479,-0.004382,-0.045412
1772335433.500817,663.545969,-446.192638,38.423626,0.347343,0.936635,-0.004186,-0.045278
1772335433.521818,663.372141,-446.330181,38.412651,0.346943,0.936781,-0.003933,-0.045337
1772335433.551819,663.123728,-446.526379,38.397137,0.346378,0.936989,-0.003547,-0.045396
1772335433.581819,662.875315,-446.722271,38.381859,0.345822,0.937197,-0.003126,-0.045383
1772335433.608820,662.651743,-446.898327,38.368328,0.345324,0.937383,-0.002788,-0.045356
1772335433.629820,662.477427,-447.035046,38.357952,0.344941,0.937520,-0.002453,-0.045462
1772335433.650820,662.303110,-447.171673,38.347710,0.344560,0.937655,-0.002144,-0.045579
1772335433.677821,662.078989,-447.347149,38.334743,0.344079,0.937832,-0.001702,-0.045592
1772335433.698822,661.904673,-447.483440,38.324818,0.343708,0.937972,-0.001387,-0.045520
1772335433.728822,661.655405,-447.677960,38.310886,0.343181,0.938158,-0.000916,-0.045672
1772335433.755823,661.430735,-447.852825,38.298573,0.342713,0.938323,-0.000461,-0.045794
1772335433.776823,661.255991,-447.988690,38.289154,0.342355,0.938453,-0.000093,-0.045824
1772335433.806824,661.006357,-448.182537,38.275959,0.341845,0.938629,0.000403,-0.046008
1772335433.833824,660.781626,-448.356854,38.264359,0.341392,0.938784,0.000867,-0.046211
1772335433.854825,660.606455,-448.492291,38.255520,0.341041,0.938903,0.001192,-0.046374
1772335433.875825,660.431284,-448.627636,38.246864,0.340694,0.939020,0.001529,-0.046559
1772335433.902826,660.206065,-448.801495,38.235973,0.340255,0.939173,0.001988,-0.046661
1772335433.923826,660.030894,-448.936596,38.227684,0.339913,0.939288,0.002279,-0.046824
1772335433.953827,659.780344,-449.129467,38.216122,0.339429,0.939450,0.002723,-0.047051
1772335433.980828,659.554575,-449.302868,38.206001,0.338997,0.939595,0.003068,-0.047255
1772335434.001828,659.378977,-449.437664,38.198299,0.338665,0.939709,0.003337,-0.047358
1772335434.022829,659.203379,-449.572399,38.190742,0.338334,0.939823,0.003582,-0.047439
1772335434.052829,658.952463,-449.764660,38.180176,0.337863,0.939987,0.003842,-0.047526
1772335434.079830,658.726145,-449.937634,38.170872,0.337442,0.940138,0.004021,-0.047500
1772335434.106830,658.499827,-450.110394,38.161747,0.337024,0.940278,0.004270,-0.047690
1772335434.133831,658.273508,-450.283123,38.152775,0.336608,0.940423,0.004447,-0.047750
1772335434.154831,658.097483,-450.417279,38.145939,0.336282,0.940526,0.004581,-0.047997
1772335434.181832,657.870860,-450.589764,38.137352,0.335864,0.940653,0.004786,-0.048425
1772335434.202832,657.694407,-450.723858,38.130840,0.335541,0.940758,0.004883,-0.048605
1772335434.232833,657.442332,-450.915203,38.121815,0.335082,0.940913,0.004984,-0.048765
1772335434.262834,657.190257,-451.106549,38.113056,0.334626,0.941065,0.005088,-0.048945
1772335434.292834,656.937754,-451.297650,38.104492,0.334167,0.941222,0.005086,-0.049070
1772335434.322835,656.685069,-451.488690,38.096096,0.333713,0.941386,0.005041,-0.049013
1772335434.352836,656.432383,-451.679577,38.087788,0.333263,0.941558,0.004981,-0.048782
1772335434.382836,656.179697,-451.870312,38.079498,0.332811,0.941728,0.004847,-0.048598
1772335434.412837,655.926524,-452.060925,38.071152,0.332362,0.941903,0.004692,-0.048296
1772335434.442837,655.673228,-452.251355,38.062729,0.331916,0.942078,0.004541,-0.047953
1772335434.469838,655.445261,-452.422650,38.055031,0.331519,0.942243,0.004382,-0.047469
1772335434.490839,655.267954,-452.555737,38.048965,0.331207,0.942366,0.004225,-0.047237
1772335434.511839,655.090647,-452.688824,38.042824,0.330898,0.942485,0.004147,-0.047022
1772335434.541840,654.837351,-452.878674,38.033913,0.330457,0.942660,0.003945,-0.046632
1772335434.568840,654.608836,-453.049511,38.025772,0.330063,0.942821,0.003746,-0.046191
1772335434.589841,654.431101,-453.182171,38.019356,0.329760,0.942941,0.003661,-0.045908
1772335434.610841,654.253367,-453.314831,38.012856,0.329456,0.943061,0.003533,-0.045626
1772335434.640842,653.999461,-453.504101,38.003433,0.329027,0.943233,0.003395,-0.045179
1772335434.670842,653.745555,-453.693249,37.993843,0.328599,0.943407,0.003218,-0.044682
1772335434.700843,653.491648,-453.882153,37.984097,0.328174,0.943576,0.003068,-0.044242
1772335434.730844,653.237742,-454.070843,37.974163,0.327753,0.943746,0.002908,-0.043739
1772335434.760844,652.983836,-454.259381,37.964073,0.327334,0.943911,0.002757,-0.043319
1772335434.787845,652.755137,-454.428845,37.954842,0.326960,0.944062,0.002614,-0.042861
1772335434.808845,652.576975,-454.560528,37.947586,0.326671,0.944172,0.002541,-0.042637
1772335434.829846,652.398814,-454.692120,37.940254,0.326386,0.944284,0.002517,-0.042351
1772335434.850846,652.220652,-454.823590,37.932858,0.326103,0.944395,0.002479,-0.042050
1772335434.877847,651.991587,-454.992505,37.923233,0.325740,0.944546,0.002352,-0.041492
1772335434.898847,651.813426,-455.123700,37.915661,0.325461,0.944661,0.002277,-0.041047
1772335434.919848,651.635264,-455.254864,37.908016,0.325181,0.944768,0.002216,-0.040807
1772335434.949848,651.380748,-455.441937,37.896946,0.324784,0.944921,0.002150,-0.040436
1772335434.976849,651.151683,-455.610120,37.886864,0.324429,0.945057,0.002075,-0.040116
1772335435.003850,650.922618,-455.778149,37.876694,0.324076,0.945194,0.001979,-0.039726
1772335435.024850,650.744456,-455.908673,37.868763,0.323802,0.945289,0.001967,-0.039709
1772335435.045850,650.566294,-456.039105,37.860832,0.323528,0.945377,0.001993,-0.039849
1772335435.072851,650.337229,-456.206647,37.850647,0.323178,0.945498,0.001974,-0.039833
1772335435.093851,650.159068,-456.336774,37.842777,0.322907,0.945595,0.001930,-0.039713
1772335435.123852,649.904551,-456.522534,37.831646,0.322520,0.945725,0.001896,-0.039760
1772335435.153853,649.650035,-456.708081,37.820606,0.322134,0.945855,0.001856,-0.039812
1772335435.180853,649.420970,-456.874799,37.810757,0.321787,0.945970,0.001806,-0.039896
1772335435.201854,649.242808,-457.004376,37.803162,0.321518,0.946057,0.001795,-0.039982
1772335435.222854,649.064647,-457.133832,37.795631,0.321248,0.946145,0.001753,-0.040079
1772335435.252855,648.810130,-457.318585,37.784992,0.320863,0.946272,0.001673,-0.040164
1772335435.282856,648.555613,-457.503125,37.774479,0.320477,0.946402,0.001530,-0.040186
1772335435.312856,648.301097,-457.687451,37.764065,0.320092,0.946531,0.001412,-0.040229
1772335435.342857,648.046580,-457.871472,37.753708,0.319705,0.946664,0.001232,-0.040186
1772335435.369857,647.817515,-458.036908,37.744438,0.319356,0.946780,0.001087,-0.040227
1772335435.390858,647.639354,-458.165509,37.737232,0.319085,0.946876,0.000935,-0.040130
1772335435.420858,647.384837,-458.348920,37.726997,0.318695,0.946994,0.000829,-0.040425
1772335435.450859,647.130320,-458.532086,37.716824,0.318305,0.947117,0.000709,-0.040632
1772335435.480860,646.875621,-458.715039,37.706772,0.317913,0.947242,0.000530,-0.040788
1772335435.507860,646.646007,-458.879529,37.697838,0.317560,0.947353,0.000428,-0.040965
1772335435.528861,646.467418,-459.007276,37.690933,0.317287,0.947447,0.000316,-0.040908
1772335435.558861,646.212291,-459.189588,37.681141,0.316893,0.947571,0.000195,-0.041075
1772335435.585862,645.982676,-459.353498,37.672375,0.316537,0.947680,0.000097,-0.041304
1772335435.606862,645.804088,-459.480817,37.665604,0.316260,0.947765,0.000030,-0.041497
1772335435.633863,645.574473,-459.644330,37.657001,0.315902,0.947863,0.000019,-0.041966
1772335435.654863,645.395884,-459.771436,37.650414,0.315623,0.947940,0.000010,-0.042341
1772335435.675864,645.217296,-459.898328,37.643932,0.315343,0.948016,0.000004,-0.042706
1772335435.702864,644.987681,-460.061383,37.635796,0.314982,0.948116,-0.000025,-0.043151
1772335435.723865,644.809093,-460.188062,37.629608,0.314702,0.948199,-0.000046,-0.043372
1772335435.744865,644.630198,-460.314618,37.623547,0.314420,0.948275,-0.000055,-0.043748
1772335435.771866,644.400035,-460.477216,37.615898,0.314059,0.948374,-0.000030,-0.044199
1772335435.792866,644.221019,-460.603498,37.610069,0.313778,0.948452,0.000014,-0.044518
1772335435.813867,644.042003,-460.729749,37.604347,0.313497,0.948528,0.000053,-0.044887
1772335435.843867,643.786265,-460.909833,37.596355,0.313095,0.948639,0.000123,-0.045332
1772335435.873868,643.530528,-461.089734,37.588570,0.312691,0.948754,0.000140,-0.045714
1772335435.903869,643.274180,-461.269452,37.580978,0.312287,0.948866,0.000182,-0.046145
1772335435.933869,643.017833,-461.448896,37.573536,0.311885,0.948985,0.000242,-0.046432
1772335435.963870,642.761485,-461.628156,37.566223,0.311483,0.949101,0.000323,-0.046750
1772335435.993870,642.505138,-461.807264,37.559025,0.311079,0.949219,0.000348,-0.047054
1772335436.023871,642.248302,-461.986097,37.551933,0.310675,0.949334,0.000414,-0.047385
1772335436.050872,642.017039,-462.146894,37.545616,0.310313,0.949444,0.000438,-0.047559
1772335436.071872,641.837169,-462.271863,37.540756,0.310032,0.949525,0.000514,-0.047778
1772335436.098873,641.605907,-462.432386,37.534580,0.309667,0.949624,0.000574,-0.048165
1772335436.119873,641.425853,-462.557142,37.529831,0.309386,0.949703,0.000649,-0.048419
1772335436.149874,641.168285,-462.735181,37.523193,0.308981,0.949800,0.000804,-0.049095
1772335436.179875,640.910716,-462.913099,37.516743,0.308581,0.949905,0.000989,-0.049572
1772335436.206875,640.678844,-463.072980,37.511131,0.308218,0.950005,0.001073,-0.049920
1772335436.227875,640.498119,-463.197309,37.506889,0.307936,0.950077,0.001179,-0.050278
1772335436.248876,640.317393,-463.321515,37.502731,0.307657,0.950150,0.001320,-0.050601
1772335436.278877,640.059215,-463.498823,37.496914,0.307258,0.950261,0.001453,-0.050942
1772335436.305877,639.826549,-463.658277,37.491798,0.306900,0.950363,0.001578,-0.051192
1772335436.326878,639.645396,-463.782178,37.487888,0.306619,0.950439,0.001644,-0.051457
1772335436.347878,639.464244,-463.906080,37.484016,0.306346,0.950516,0.001815,-0.051656
1772335436.377879,639.205394,-464.082807,37.478542,0.305951,0.950630,0.001949,-0.051886
1772335436.407879,638.945995,-464.259504,37.473133,0.305560,0.950745,0.002106,-0.052075
1772335436.437880,638.686595,-464.435956,37.467747,0.305173,0.950864,0.002277,-0.052171
1772335436.467881,638.427013,-464.612348,37.462330,0.304788,0.950988,0.002411,-0.052162
1772335436.497881,638.167003,-464.788526,37.456867,0.304406,0.951107,0.002570,-0.052214
1772335436.527882,637.906993,-464.964613,37.451305,0.304030,0.951234,0.002744,-0.052079
1772335436.557883,637.646800,-465.140516,37.445648,0.303656,0.951354,0.002916,-0.052061
1772335436.587883,637.386180,-465.316297,37.439861,0.303285,0.951477,0.003067,-0.051957
1772335436.614884,637.151622,-465.474439,37.434547,0.302959,0.951587,0.003284,-0.051835
1772335436.635884,636.969188,-465.597273,37.430321,0.302706,0.951681,0.003361,-0.051592
1772335436.656885,636.786510,-465.720106,37.426025,0.302454,0.951763,0.003493,-0.051537
1772335436.686885,636.525279,-465.895460,37.419750,0.302100,0.951876,0.003747,-0.051505
1772335436.713886,636.290172,-466.053114,37.413971,0.301788,0.951984,0.003959,-0.051325
1772335436.734886,636.107311,-466.175733,37.409393,0.301550,0.952073,0.004136,-0.051067
1772335436.755887,635.924388,-466.298261,37.404755,0.301310,0.952151,0.004289,-0.051006
1772335436.785887,635.662547,-466.473127,37.397999,0.300975,0.952261,0.004553,-0.050913
1772335436.815888,635.400707,-466.647993,37.391090,0.300650,0.952376,0.004865,-0.050661
1772335436.845889,635.138866,-466.822645,37.384033,0.300327,0.952492,0.005095,-0.050360
1772335436.875889,634.876903,-466.997206,37.376820,0.300011,0.952603,0.005364,-0.050121
1772335436.905890,634.614452,-467.171766,37.369419,0.299702,0.952714,0.005620,-0.049823
1772335436.935891,634.352001,-467.346021,37.361843,0.299401,0.952824,0.005908,-0.049496
1772335436.965891,634.089550,-467.520277,37.354073,0.299106,0.952935,0.006163,-0.049120
1772335436.992892,633.853343,-467.677076,37.346924,0.298844,0.953028,0.006420,-0.048882
1772335437.013892,633.669628,-467.798841,37.341244,0.298644,0.953106,0.006552,-0.048557
1772335437.034893,633.485607,-467.920606,37.335484,0.298445,0.953174,0.006730,-0.048414
1772335437.064893,633.222545,-468.094557,37.327114,0.298168,0.953268,0.007041,-0.048235
1772335437.094894,632.959484,-468.268415,37.318604,0.297897,0.953365,0.007301,-0.047948
1772335437.124895,632.696422,-468.442060,37.309971,0.297630,0.953463,0.007517,-0.047631
1772335437.154895,632.433361,-468.615705,37.301224,0.297369,0.953553,0.007788,-0.047416
1772335437.184896,632.170299,-468.789350,37.292343,0.297111,0.953645,0.007970,-0.047153
1772335437.214897,631.907238,-468.962782,37.283363,0.296857,0.953730,0.008168,-0.046985
1772335437.244897,631.643688,-469.136122,37.274284,0.296608,0.953818,0.008332,-0.046753
1772335437.274898,631.380016,-469.309462,37.265133,0.296365,0.953900,0.008543,-0.046592
1772335437.304899,631.116344,-469.482801,37.255878,0.296126,0.953987,0.008687,-0.046280
1772335437.334899,630.852672,-469.655928,37.246548,0.295888,0.954068,0.008818,-0.046115
1772335437.364900,630.589000,-469.828962,37.237125,0.295655,0.954150,0.008946,-0.045892
1772335437.394901,630.325328,-470.001997,37.227634,0.295423,0.954225,0.009077,-0.045798
1772335437.424901,630.061657,-470.175032,37.218098,0.295194,0.954303,0.009151,-0.045645
1772335437.454902,629.797985,-470.348005,37.208519,0.294966,0.954376,0.009218,-0.045560
1772335437.484902,629.534313,-470.520735,37.198906,0.294741,0.954453,0.009235,-0.045401
1772335437.514903,629.270641,-470.693464,37.189262,0.294519,0.954524,0.009311,-0.045339
1772335437.544904,629.006969,-470.866194,37.179573,0.294299,0.954598,0.009321,-0.045219
1772335437.574904,628.742809,-471.038923,37.169880,0.294080,0.954667,0.009348,-0.045182
1772335437.604905,628.478527,-471.211500,37.160152,0.293865,0.954741,0.009357,-0.045001
1772335437.634906,628.214245,-471.383925,37.150402,0.293654,0.954814,0.009375,-0.044841
1772335437.664906,627.949962,-471.556349,37.140583,0.293445,0.954887,0.009404,-0.044638
1772335437.694907,627.685680,-471.728773,37.130703,0.293236,0.954957,0.009396,-0.044510
1772335437.724908,627.421398,-471.901198,37.120750,0.293030,0.955030,0.009372,-0.044304
1772335437.754908,627.157116,-472.073347,37.110737,0.292824,0.955099,0.009340,-0.044182
1772335437.784909,626.892833,-472.245466,37.100655,0.292622,0.955170,0.009327,-0.043994
1772335437.814909,626.628551,-472.417586,37.090515,0.292421,0.955238,0.009318,-0.043870
1772335437.844910,626.364269,-472.589705,37.080299,0.292222,0.955309,0.009267,-0.043638
1772335437.874911,626.099987,-472.761641,37.070026,0.292024,0.955377,0.009223,-0.043488
1772335437.904911,625.835705,-472.933455,37.059666,0.291829,0.955447,0.009183,-0.043261
1772335437.934912,625.571422,-473.105269,37.049244,0.291636,0.955512,0.009183,-0.043129
1772335437.964913,625.307140,-473.277083,37.038746,0.291446,0.955581,0.009140,-0.042917
1772335437.994913,625.042858,-473.448714,37.028187,0.291256,0.955645,0.009116,-0.042760
1772335438.021914,624.805004,-473.603072,37.018612,0.291089,0.955707,0.009077,-0.042522
1772335438.042914,624.620006,-473.723128,37.011135,0.290960,0.955748,0.009108,-0.042477
1772335438.063915,624.435009,-473.843184,37.003632,0.290831,0.955788,0.009133,-0.042469
1772335438.093915,624.170727,-474.014662,36.992878,0.290650,0.955848,0.009146,-0.042359
1772335438.123916,623.906444,-474.185866,36.982121,0.290471,0.955909,0.009135,-0.042196
1772335438.153917,623.642162,-474.357069,36.971348,0.290296,0.955966,0.009203,-0.042100
1772335438.183917,623.377880,-474.528273,36.960541,0.290123,0.956026,0.009209,-0.041935
1772335438.210918,623.140026,-474.682326,36.950787,0.289968,0.956075,0.009255,-0.041866
1772335438.231918,622.955028,-474.801955,36.943176,0.289851,0.956119,0.009235,-0.041687
1772335438.252919,622.770031,-474.921584,36.935566,0.289732,0.956155,0.009269,-0.041673
1772335438.282919,622.505749,-475.092482,36.924667,0.289568,0.956205,0.009377,-0.041652
1772335438.312920,622.241466,-475.263381,36.913757,0.289404,0.956256,0.009418,-0.041601
1772335438.342921,621.977184,-475.434279,36.903316,0.289226,0.956269,0.009577,-0.042510
1772335438.372921,621.712902,-475.604872,36.893227,0.289070,0.956313,0.009735,-0.042533
1772335438.402922,621.448620,-475.775466,36.882931,0.288917,0.956386,0.009601,-0.041966
1772335438.432923,621.184338,-475.946059,36.872524,0.288767,0.956434,0.009719,-0.041867
1772335438.462923,620.920055,-476.116652,36.861946,0.288616,0.956495,0.009647,-0.041527
1772335438.492924,620.655773,-476.286971,36.851265,0.288468,0.956548,0.009669,-0.041331
1772335438.522925,620.391491,-476.457259,36.840477,0.288321,0.956604,0.009648,-0.041074
1772335438.552925,620.127209,-476.627547,36.829597,0.288177,0.956655,0.009662,-0.040888
1772335438.582926,619.862927,-476.797835,36.818619,0.288033,0.956711,0.009608,-0.040613
1772335438.612926,619.598644,-476.967849,36.807556,0.287890,0.956762,0.009564,-0.040424
1772335438.642927,619.334972,-477.137831,36.796394,0.287749,0.956816,0.009520,-0.040169
1772335438.672928,619.071301,-477.307814,36.785168,0.287604,0.956862,0.009440,-0.040121
1772335438.702928,618.807629,-477.477767,36.773876,0.287462,0.956912,0.009346,-0.039980
1772335438.732929,618.543957,-477.647445,36.762550,0.287318,0.956960,0.009227,-0.039884
1772335438.762930,618.280285,-477.817122,36.751183,0.287178,0.957011,0.009126,-0.039696
1772335438.792930,618.016613,-477.986800,36.739773,0.287036,0.957059,0.009008,-0.039597
1772335438.819931,617.779308,-478.139357,36.729446,0.286909,0.957106,0.008874,-0.039406
1772335438.840931,617.594738,-478.257918,36.721397,0.286809,0.957137,0.008786,-0.039392
1772335438.861932,617.410168,-478.376479,36.713333,0.286709,0.957168,0.008723,-0.039379
1772335438.891932,617.146496,-478.545852,36.701782,0.286567,0.957215,0.008597,-0.039305
1772335438.921933,616.882824,-478.715041,36.690224,0.286423,0.957264,0.008434,-0.039186
1772335438.951934,616.619152,-478.884108,36.678658,0.286278,0.957312,0.008274,-0.039122
1772335438.981934,616.355480,-479.053176,36.667061,0.286134,0.957361,0.008119,-0.038997
1772335439.011935,616.092053,-479.222060,36.655445,0.285986,0.957410,0.007930,-0.038921
1772335439.041936,615.828991,-479.390822,36.643776,0.285839,0.957463,0.007726,-0.038751
1772335439.071936,615.565930,-479.559585,36.632099,0.285685,0.957509,0.007491,-0.038795
1772335439.101937,615.302868,-479.728103,36.620396,0.285531,0.957559,0.007251,-0.038728
1772335439.131938,615.039807,-479.896560,36.608723,0.285374,0.957607,0.007012,-0.038745
1772335439.161938,614.776745,-480.064925,36.597042,0.285216,0.957658,0.006773,-0.038698
1772335439.191939,614.513684,-480.233077,36.585369,0.285055,0.957707,0.006528,-0.038705
1772335439.221940,614.250622,-480.401229,36.573715,0.284894,0.957760,0.006289,-0.038635
1772335439.251940,613.987561,-480.569106,36.562080,0.284727,0.957811,0.006011,-0.038641
1772335439.281941,613.724499,-480.736953,36.550449,0.284560,0.957864,0.005777,-0.038590
1772335439.311941,613.461438,-480.904586,36.538841,0.284389,0.957913,0.005535,-0.038657
1772335439.341942,613.198376,-481.072127,36.527252,0.284216,0.957966,0.005299,-0.038649
1772335439.371943,612.935314,-481.239486,36.515705,0.284039,0.958017,0.005068,-0.038729
1772335439.401943,612.672253,-481.406722,36.504204,0.283859,0.958072,0.004813,-0.038719
1772335439.428944,612.435498,-481.557113,36.493904,0.283695,0.958117,0.004615,-0.038832
1772335439.449944,612.251416,-481.673965,36.485912,0.283565,0.958158,0.004412,-0.038798
1772335439.470945,612.067700,-481.790816,36.477966,0.283433,0.958192,0.004274,-0.038932
1772335439.500945,611.805249,-481.957473,36.466690,0.283238,0.958236,0.004035,-0.039284
1772335439.527946,611.569043,-482.107436,36.456654,0.283061,0.958277,0.003863,-0.039585
1772335439.548946,611.385327,-482.223891,36.448944,0.282922,0.958314,0.003682,-0.039701
1772335439.578947,611.122876,-482.390212,36.438133,0.282717,0.958351,0.003519,-0.040274
1772335439.608948,610.860302,-482.556319,36.427551,0.282510,0.958392,0.003356,-0.040754
1772335439.635948,610.623547,-482.705734,36.418247,0.282322,0.958434,0.003190,-0.041087
1772335439.656949,610.439404,-482.821822,36.411167,0.282175,0.958464,0.003136,-0.041414
1772335439.677949,610.255261,-482.937820,36.404205,0.282025,0.958494,0.003038,-0.041731
1772335439.707950,609.992199,-483.103469,36.394470,0.281809,0.958541,0.002946,-0.042126
1772335439.734950,609.755444,-483.252334,36.385910,0.281611,0.958587,0.002795,-0.042419
1772335439.764951,609.492382,-483.417709,36.376625,0.281388,0.958631,0.002726,-0.042886
1772335439.794952,609.229321,-483.582809,36.367577,0.281159,0.958667,0.002653,-0.043586
1772335439.821952,608.992566,-483.731368,36.359676,0.280952,0.958702,0.002647,-0.044161
1772335439.842953,608.808423,-483.846725,36.353722,0.280788,0.958735,0.002558,-0.044475
1772335439.863953,608.624279,-483.962081,36.347939,0.280622,0.958763,0.002517,-0.044930
1772335439.893954,608.360791,-484.126754,36.339935,0.280385,0.958804,0.002521,-0.045529
1772335439.923954,608.097119,-484.291244,36.332218,0.280144,0.958849,0.002466,-0.046057
1772335439.950955,607.859814,-484.439224,36.325508,0.279930,0.958897,0.002485,-0.046360
1772335439.971956,607.675244,-484.554153,36.320427,0.279758,0.958931,0.002436,-0.046695
1772335439.998956,607.437939,-484.701919,36.314049,0.279541,0.958973,0.002502,-0.047137
1772335440.019957,607.253186,-484.816726,36.309200,0.279368,0.959006,0.002510,-0.047486
1772335440.040957,607.068188,-484.931442,36.304466,0.279194,0.959037,0.002537,-0.047885
1772335440.067957,606.830334,-485.078933,36.298550,0.278975,0.959078,0.002649,-0.048330
1772335440.088958,606.645337,-485.193527,36.294083,0.278803,0.959113,0.002720,-0.048624
1772335440.118958,606.381054,-485.357101,36.287895,0.278556,0.959159,0.002837,-0.049124
1772335440.148959,606.116223,-485.520675,36.281929,0.278310,0.959202,0.003012,-0.049654
1772335440.175960,605.877820,-485.667648,36.276726,0.278091,0.959249,0.003155,-0.049963
1772335440.196960,605.692395,-485.781936,36.272770,0.277922,0.959295,0.003242,-0.050031
1772335440.217961,605.506970,-485.896225,36.268894,0.277752,0.959331,0.003383,-0.050269
1772335440.247961,605.241589,-486.059341,36.263435,0.277510,0.959382,0.003571,-0.050614
1772335440.277962,604.976086,-486.222305,36.258045,0.277273,0.959441,0.003776,-0.050776
1772335440.304963,604.737134,-486.368972,36.253239,0.277064,0.959500,0.003977,-0.050781
1772335440.325963,604.551282,-486.482956,36.249527,0.276900,0.959541,0.004115,-0.050907
1772335440.346963,604.365002,-486.596817,36.245815,0.276737,0.959580,0.004286,-0.051041
1772335440.376964,604.098889,-486.759475,36.240494,0.276511,0.959641,0.004549,-0.051096
1772335440.403965,603.859387,-486.905868,36.235657,0.276312,0.959704,0.004768,-0.050961
1772335440.424965,603.673108,-487.019607,36.231880,0.276156,0.959747,0.004932,-0.050981
1772335440.454966,603.406506,-487.181961,36.226429,0.275938,0.959805,0.005210,-0.051043
1772335440.484967,603.139783,-487.344314,36.221447,0.275717,0.959824,0.005651,-0.051836
1772335440.511967,602.899731,-487.490433,36.217403,0.275530,0.959865,0.006026,-0.052011
1772335440.532967,602.712903,-487.604080,36.213936,0.275391,0.959939,0.006086,-0.051386
1772335440.553968,602.525769,-487.717575,36.210300,0.275247,0.959981,0.006233,-0.051342
1772335440.583968,602.258435,-487.879623,36.204803,0.275053,0.960048,0.006552,-0.051088
1772335440.613969,601.991101,-488.041672,36.199039,0.274862,0.960122,0.006792,-0.050697
1772335440.643970,601.723767,-488.203720,36.193058,0.274676,0.960193,0.007034,-0.050331
1772335440.670970,601.483044,-488.349563,36.187477,0.274510,0.960255,0.007224,-0.050019
1772335440.691971,601.295483,-488.462784,36.182983,0.274384,0.960310,0.007329,-0.049642
1772335440.712971,601.107922,-488.576004,36.178364,0.274260,0.960357,0.007484,-0.049404
1772335440.742972,600.839978,-488.737747,36.171516,0.274090,0.960423,0.007773,-0.049015
1772335440.772973,600.572034,-488.899490,36.164406,0.273921,0.960491,0.007951,-0.048601
