# t,x,y,z,qx,qy,qz,qw
1772335320.734412,198.664412,-2.255845,14.129415,0.996667,-0.061795,0.042584,0.031973
1772335320.755412,198.880217,-2.221902,14.151634,0.996640,-0.062292,0.042451,0.032048
1772335320.785413,199.188444,-2.172976,14.183359,0.996600,-0.063008,0.042220,0.032194
1772335320.815413,199.496672,-2.123536,14.215064,0.996562,-0.063725,0.041964,0.032289
1772335320.845414,199.804762,-2.073580,14.246764,0.996523,-0.064442,0.041731,0.032362
1772335320.875415,200.112837,-2.023108,14.278420,0.996488,-0.065163,0.041414,0.032413
1772335320.905416,200.420790,-1.972121,14.310061,0.996448,-0.065884,0.041183,0.032471
1772335320.935416,200.728712,-1.920619,14.341655,0.996412,-0.066606,0.040880,0.032481
1772335320.965417,201.036497,-1.868602,14.373244,0.996372,-0.067327,0.040664,0.032514
1772335320.995417,201.344221,-1.816070,14.404807,0.996334,-0.068052,0.040370,0.032539
1772335321.022418,201.621077,-1.768349,14.433219,0.996296,-0.068702,0.040188,0.032541
1772335321.043418,201.836348,-1.730947,14.455294,0.996271,-0.069212,0.039920,0.032557
1772335321.073419,202.143813,-1.677076,14.486853,0.996227,-0.069935,0.039746,0.032580
1772335321.103420,202.451140,-1.622688,14.518440,0.996180,-0.070659,0.039610,0.032626
1772335321.133420,202.758391,-1.567783,14.550096,0.996131,-0.071383,0.039513,0.032666
1772335321.160421,203.034834,-1.517922,14.578665,0.996086,-0.072038,0.039396,0.032730
1772335321.181421,203.249754,-1.478852,14.600918,0.996057,-0.072550,0.039196,0.032732
1772335321.202422,203.464659,-1.439526,14.623223,0.996020,-0.073060,0.039129,0.032798
1772335321.232422,203.771513,-1.382904,14.655158,0.995967,-0.073791,0.039028,0.032872
1772335321.262423,204.078276,-1.325760,14.687187,0.995916,-0.074529,0.038843,0.032993
1772335321.292424,204.384917,-1.268096,14.719287,0.995867,-0.075268,0.038612,0.033047
1772335321.322424,204.691435,-1.209911,14.751461,0.995814,-0.076012,0.038421,0.033176
1772335321.352425,204.997832,-1.151205,14.783679,0.995764,-0.076762,0.038130,0.033296
1772335321.379426,205.273451,-1.097923,14.812725,0.995715,-0.077437,0.037928,0.033407
1772335321.400426,205.487746,-1.056191,14.835313,0.995683,-0.077970,0.037617,0.033495
1772335321.421427,205.701979,-1.014201,14.857930,0.995642,-0.078500,0.037468,0.033622
1772335321.451427,206.007902,-0.953770,14.890289,0.995582,-0.079261,0.037289,0.033826
1772335321.481428,206.313673,-0.892811,14.922711,0.995524,-0.080027,0.037038,0.033995
1772335321.508428,206.588728,-0.837494,14.951933,0.995473,-0.080724,0.036727,0.034168
1772335321.529429,206.802565,-0.794171,14.974710,0.995429,-0.081265,0.036601,0.034328
1772335321.550429,207.016325,-0.750584,14.997532,0.995382,-0.081808,0.036500,0.034508
1772335321.577430,207.291045,-0.694157,15.026933,0.995324,-0.082511,0.036301,0.034693
1772335321.598430,207.504622,-0.649967,15.049829,0.995283,-0.083065,0.036032,0.034843
1772335321.619431,207.718123,-0.605511,15.072783,0.995235,-0.083617,0.035912,0.035026
1772335321.649431,208.022948,-0.541536,15.105653,0.995163,-0.084410,0.035758,0.035304
1772335321.679432,208.327605,-0.477011,15.138623,0.995094,-0.085209,0.035552,0.035537
1772335321.709433,208.632078,-0.411933,15.171676,0.995026,-0.086017,0.035262,0.035794
1772335321.739433,208.936369,-0.346298,15.204824,0.994954,-0.086830,0.035026,0.036069
1772335321.766434,209.210051,-0.286751,15.234703,0.994891,-0.087568,0.034746,0.036281
1772335321.787434,209.422804,-0.240121,15.257996,0.994836,-0.088142,0.034657,0.036491
1772335321.808435,209.635466,-0.193212,15.281338,0.994780,-0.088719,0.034559,0.036711
1772335321.838435,209.939085,-0.125715,15.314785,0.994700,-0.089554,0.034337,0.037047
1772335321.868436,210.242506,-0.057642,15.348339,0.994622,-0.090392,0.034117,0.037316
1772335321.898437,210.545714,0.011011,15.382009,0.994538,-0.091237,0.033965,0.037642
1772335321.925437,210.818403,0.073298,15.412395,0.994462,-0.092007,0.033748,0.037969
1772335321.955438,211.121214,0.143072,15.446351,0.994362,-0.092855,0.033907,0.038370
1772335321.985438,211.423811,0.213450,15.480520,0.994263,-0.093717,0.033942,0.038809
1772335322.012439,211.695967,0.277316,15.511496,0.994173,-0.094500,0.033975,0.039194
1772335322.033439,211.907530,0.327336,15.535713,0.994105,-0.095118,0.033891,0.039483
1772335322.054440,212.118986,0.377662,15.560060,0.994030,-0.095738,0.033938,0.039848
1772335322.084440,212.420881,0.450091,15.595002,0.993930,-0.096628,0.033931,0.040197
1772335322.111441,212.692412,0.515819,15.626641,0.993825,-0.097446,0.033942,0.040784
1772335322.132442,212.903486,0.567303,15.651391,0.993747,-0.098085,0.033944,0.041150
1772335322.162442,213.204832,0.641413,15.687023,0.993620,-0.099000,0.034218,0.041795
1772335322.192443,213.505980,0.716194,15.722988,0.993494,-0.099932,0.034385,0.042449
1772335322.219444,213.776838,0.784079,15.755624,0.993381,-0.100786,0.034431,0.043014
1772335322.240444,213.987395,0.837267,15.781204,0.993286,-0.101455,0.034565,0.043541
1772335322.261444,214.197859,0.890800,15.806955,0.993189,-0.102129,0.034726,0.044041
1772335322.291445,214.498350,0.967879,15.844016,0.993052,-0.103108,0.034852,0.044744
1772335322.321446,214.798643,1.045679,15.881381,0.992914,-0.104106,0.034897,0.045463
1772335322.351446,215.098723,1.124213,15.919056,0.992770,-0.105118,0.034969,0.046213
1772335322.381447,215.398619,1.203487,15.956985,0.992627,-0.106150,0.034936,0.046943
1772335322.411448,215.698317,1.283515,15.995177,0.992478,-0.107194,0.034965,0.047694
1772335322.441448,215.997786,1.364307,16.033609,0.992325,-0.108261,0.034897,0.048505
1772335322.471449,216.297056,1.445877,16.072281,0.992173,-0.109337,0.034880,0.049210
1772335322.501450,216.596113,1.528231,16.111149,0.992017,-0.110437,0.034739,0.049997
1772335322.531450,216.894957,1.611386,16.150232,0.991858,-0.111548,0.034650,0.050735
1772335322.561451,217.193556,1.695348,16.189482,0.991699,-0.112680,0.034456,0.051467
1772335322.591451,217.491942,1.780129,16.228910,0.991536,-0.113823,0.034330,0.052170
1772335322.618452,217.760283,1.857140,16.264513,0.991387,-0.114872,0.034089,0.052864
1772335322.639452,217.968855,1.917507,16.292299,0.991270,-0.115689,0.033998,0.053330
1772335322.660453,218.177305,1.978290,16.320164,0.991150,-0.116513,0.033913,0.053809
1772335322.690454,218.474882,2.065850,16.360100,0.990979,-0.117707,0.033714,0.054496
1772335322.720454,218.772200,2.154270,16.400152,0.990811,-0.118917,0.033424,0.055096
1772335322.750455,219.069258,2.243562,16.440327,0.990638,-0.120139,0.033156,0.055716
1772335322.780455,219.366057,2.333720,16.480515,0.990476,-0.121382,0.032682,0.056176
1772335322.810456,219.662565,2.424753,16.520729,0.990298,-0.122636,0.032286,0.056807
1772335322.840457,219.958784,2.516667,16.560949,0.990129,-0.123898,0.031865,0.057261
1772335322.870457,220.254698,2.609469,16.601181,0.989950,-0.125175,0.031430,0.057815
1772335322.900458,220.550291,2.703162,16.641388,0.989775,-0.126467,0.030899,0.058292
1772335322.930459,220.845564,2.797751,16.681568,0.989598,-0.127764,0.030410,0.058717
1772335322.960459,221.140501,2.893233,16.721663,0.989421,-0.129079,0.029801,0.059127
1772335322.990460,221.435072,2.989617,16.761683,0.989239,-0.130401,0.029232,0.059557
1772335323.020461,221.729292,3.086899,16.801588,0.989061,-0.131733,0.028591,0.059898
1772335323.050461,222.023146,3.185088,16.841398,0.988874,-0.133073,0.028005,0.060293
1772335323.080462,222.316587,3.284181,16.881084,0.988687,-0.134426,0.027317,0.060675
1772335323.110462,222.609633,3.384185,16.920666,0.988500,-0.135780,0.026715,0.060978
1772335323.140463,222.902266,3.485097,16.960094,0.988307,-0.137151,0.025993,0.061350
1772335323.167464,223.165266,3.576701,16.995472,0.988129,-0.138387,0.025409,0.061685
1772335323.188464,223.369566,3.648458,17.022896,0.987993,-0.139359,0.024849,0.061899
1772335323.209465,223.573652,3.720668,17.050278,0.987849,-0.140324,0.024456,0.062171
1772335323.239465,223.864820,3.824611,17.089308,0.987641,-0.141709,0.023902,0.062554
1772335323.269466,224.155516,3.929486,17.128265,0.987428,-0.143105,0.023303,0.062951
1772335323.299467,224.445707,4.035295,17.167141,0.987218,-0.144508,0.022700,0.063273
1772335323.329467,224.735441,4.142045,17.205957,0.986998,-0.145916,0.022149,0.063659
1772335323.359468,225.024672,4.249735,17.244698,0.986776,-0.147337,0.021532,0.064039
1772335323.389468,225.313383,4.358374,17.283384,0.986554,-0.148757,0.021032,0.064344
1772335323.419469,225.601545,4.467961,17.321991,0.986324,-0.150194,0.020395,0.064732
1772335323.449470,225.889189,4.578501,17.360550,0.986090,-0.151632,0.019881,0.065112
1772335323.479470,226.176283,4.689998,17.399042,0.985855,-0.153081,0.019329,0.065444
1772335323.509471,226.462797,4.802460,17.437513,0.985612,-0.154531,0.018872,0.065824
1772335323.539472,226.748747,4.915889,17.475954,0.985365,-0.155994,0.018367,0.066211
1772335323.569472,227.034132,5.030294,17.514399,0.985118,-0.157457,0.017983,0.066539
1772335323.599473,227.318922,5.145674,17.552828,0.984865,-0.158932,0.017535,0.066887
1772335323.629473,227.603117,5.262040,17.591282,0.984609,-0.160409,0.017200,0.067222
1772335323.659474,227.886717,5.379393,17.629757,0.984350,-0.161896,0.016835,0.067541
1772335323.689475,228.169706,5.497741,17.668287,0.984087,-0.163384,0.016594,0.067848
1772335323.719476,228.452085,5.617088,17.706875,0.983816,-0.164884,0.016292,0.068219
1772335323.749476,228.733824,5.737439,17.745550,0.983550,-0.166384,0.016124,0.068452
1772335323.779477,229.014936,5.858797,17.784292,0.983274,-0.167899,0.015871,0.068781
1772335323.806477,229.267408,5.968887,17.819254,0.983025,-0.169259,0.015787,0.069015
1772335323.827478,229.463423,6.055079,17.846487,0.982832,-0.170329,0.015618,0.069183
1772335323.848478,229.659117,6.141774,17.873793,0.982630,-0.171393,0.015602,0.069425
1772335323.878479,229.938139,6.266496,17.912924,0.982343,-0.172916,0.015637,0.069699
1772335323.905479,230.188703,6.379631,17.948303,0.982076,-0.174297,0.015638,0.070019
1772335323.926480,230.383238,6.468208,17.975927,0.981872,-0.175378,0.015600,0.070196
1772335323.956481,230.660597,6.595641,18.015606,0.981570,-0.176905,0.015906,0.070510
1772335323.986481,230.937315,6.724129,18.055532,0.981264,-0.178452,0.016068,0.070837
1772335324.016482,231.213392,6.853676,18.095697,0.980965,-0.180007,0.016230,0.070998
1772335324.046482,231.488844,6.984283,18.136103,0.980656,-0.181569,0.016432,0.071251
1772335324.073483,231.736219,7.102736,18.172644,0.980376,-0.182991,0.016503,0.071445
1772335324.094483,231.928266,7.195461,18.201195,0.980154,-0.184096,0.016637,0.071620
1772335324.115484,232.119993,7.288709,18.229851,0.979936,-0.185202,0.016818,0.071721
1772335324.145484,232.393369,7.422825,18.270962,0.979612,-0.186795,0.016992,0.071962
1772335324.172485,232.638868,7.544442,18.308132,0.979321,-0.188242,0.017086,0.072132
1772335324.193485,232.829466,7.639632,18.337164,0.979091,-0.189367,0.017237,0.072273
1772335324.223486,233.101225,7.776528,18.378805,0.978757,-0.190981,0.017456,0.072506
1772335324.250487,233.345258,7.900655,18.416477,0.978448,-0.192440,0.017666,0.072758
1772335324.271487,233.534727,7.997804,18.445904,0.978211,-0.193578,0.017860,0.072878
1772335324.301488,233.804868,8.137509,18.488142,0.977859,-0.195214,0.018109,0.073176
1772335324.331489,234.074400,8.278298,18.530588,0.977519,-0.196857,0.018371,0.073250
1772335324.358489,234.316450,8.405935,18.568972,0.977192,-0.198349,0.018549,0.073551
1772335324.379489,234.504377,8.505814,18.598915,0.976946,-0.199523,0.018565,0.073632
1772335324.400490,234.691999,8.606225,18.628954,0.976690,-0.200694,0.018675,0.073825
1772335324.430491,234.959516,8.750592,18.672009,0.976317,-0.202375,0.018835,0.074121
1772335324.460491,235.226423,8.896040,18.715189,0.975949,-0.204071,0.018908,0.074298
1772335324.490492,235.492719,9.042565,18.758453,0.975576,-0.205783,0.018881,0.074491
1772335324.520493,235.758405,9.190166,18.801794,0.975195,-0.207502,0.018862,0.074707
1772335324.547493,235.997007,9.323921,18.840805,0.974856,-0.209062,0.018759,0.074813
1772335324.568494,236.182233,9.428551,18.871164,0.974582,-0.210274,0.018753,0.074986
1772335324.589494,236.367170,9.533707,18.901535,0.974309,-0.211488,0.018759,0.075114
1772335324.619495,236.630842,9.684840,18.944941,0.973913,-0.213236,0.018673,0.075338
1772335324.646495,236.867597,9.821771,18.983984,0.973561,-0.214818,0.018548,0.075426
1772335324.667496,237.051405,9.928871,19.014351,0.973276,-0.216047,0.018509,0.075596
1772335324.688496,237.234892,10.036494,19.044712,0.972994,-0.217278,0.018495,0.075703
1772335324.718497,237.496488,10.191150,19.088072,0.972583,-0.219048,0.018373,0.075909
1772335324.748497,237.757444,10.346868,19.131382,0.972178,-0.220826,0.018220,0.075983
1772335324.778498,238.017774,10.503647,19.174635,0.971763,-0.222608,0.018076,0.076134
1772335324.808499,238.277448,10.661479,19.217787,0.971345,-0.224401,0.017843,0.076249
1772335324.838499,238.536481,10.820363,19.260841,0.970928,-0.226194,0.017660,0.076309
1772335324.868500,238.794859,10.980290,19.303743,0.970506,-0.227999,0.017365,0.076370
1772335324.898501,239.052564,11.141256,19.346510,0.970079,-0.229803,0.017120,0.076451
1772335324.928501,239.309629,11.303254,19.389095,0.969653,-0.231615,0.016809,0.076452
1772335324.958502,239.566007,11.466286,19.431528,0.969219,-0.233425,0.016541,0.076505
1772335324.988503,239.821714,11.630342,19.473768,0.968782,-0.235244,0.016192,0.076548
1772335325.018503,240.076734,11.795422,19.515841,0.968345,-0.237059,0.015909,0.076533
1772335325.048504,240.331068,11.961514,19.557688,0.967904,-0.238885,0.015508,0.076527
1772335325.078505,240.584684,12.128618,19.599340,0.967459,-0.240705,0.015180,0.076503
1772335325.105505,240.812345,12.279869,19.636629,0.967056,-0.242352,0.014791,0.076476
1772335325.126505,240.989027,12.398071,19.665525,0.966736,-0.243626,0.014576,0.076518
1772335325.147506,241.165342,12.516766,19.694342,0.966415,-0.244897,0.014391,0.076557
1772335325.177506,241.416608,12.687182,19.735355,0.965960,-0.246720,0.014067,0.076508
1772335325.207507,241.667158,12.858593,19.776178,0.965496,-0.248550,0.013650,0.076508
1772335325.237508,241.916944,13.030996,19.816816,0.965032,-0.250377,0.013279,0.076476
1772335325.264508,242.141141,13.186997,19.853197,0.964610,-0.252029,0.012844,0.076442
1772335325.285509,242.315107,13.308882,19.881395,0.964279,-0.253305,0.012629,0.076435
1772335325.306509,242.488706,13.431248,19.909508,0.963943,-0.254584,0.012381,0.076473
1772335325.327510,242.661924,13.554089,19.937508,0.963603,-0.255866,0.012083,0.076528
1772335325.354510,242.884092,13.712399,19.971245,0.963240,-0.257582,0.010951,0.075499
1772335325.375511,243.056455,13.836043,19.997255,0.962866,-0.258875,0.010473,0.075911
1772335325.396511,243.228422,13.960285,20.024038,0.962513,-0.260133,0.010493,0.076091
1772335325.426512,243.473401,14.138720,20.063038,0.962016,-0.261967,0.010073,0.076139
1772335325.456512,243.717542,14.318162,20.102221,0.961507,-0.263794,0.009732,0.076305
1772335325.486513,243.960889,14.498550,20.141207,0.960994,-0.265630,0.009300,0.076449
1772335325.516514,244.179212,14.661712,20.176140,0.960528,-0.267281,0.008946,0.076595
1772335325.534514,244.348539,14.789144,20.203218,0.960169,-0.268573,0.008592,0.076614
1772335325.555515,244.517484,14.916957,20.229673,0.959821,-0.269877,0.008137,0.076445
1772335325.585515,244.758176,15.099990,20.265032,0.959328,-0.271770,0.007133,0.076032
1772335325.615516,244.997968,15.284207,20.301926,0.958758,-0.273567,0.007250,0.076755
1772335325.645517,245.236860,15.469562,20.339996,0.958222,-0.275408,0.006926,0.076894
1772335325.672517,245.451108,15.637245,20.374554,0.957715,-0.277052,0.006795,0.077315
1772335325.693518,245.617261,15.768194,20.401379,0.957338,-0.278344,0.006605,0.077363
1772335325.714518,245.782987,15.899606,20.428152,0.956938,-0.279635,0.006398,0.077667
1772335325.744519,246.018979,16.088161,20.466440,0.956367,-0.281463,0.006385,0.078097
1772335325.774519,246.254071,16.277700,20.504839,0.955789,-0.283301,0.006319,0.078541
1772335325.804520,246.488279,16.468233,20.543377,0.955204,-0.285147,0.006245,0.078978
1772335325.834521,246.721585,16.659763,20.582071,0.954617,-0.286993,0.006265,0.079386
1772335325.864521,246.953992,16.852293,20.620880,0.954022,-0.288851,0.006230,0.079805
1772335325.894522,247.185483,17.045834,20.659863,0.953413,-0.290709,0.006273,0.080332
1772335325.924522,247.416059,17.240389,20.698994,0.952810,-0.292575,0.006362,0.080696
1772335325.954523,247.645734,17.435968,20.738314,0.952191,-0.294441,0.006532,0.081208
1772335325.984524,247.874509,17.632586,20.777830,0.951567,-0.296316,0.006703,0.081680
1772335326.014524,248.102368,17.830244,20.817570,0.950944,-0.298191,0.006995,0.082093
1772335326.041525,248.306653,18.009033,20.853514,0.950370,-0.299893,0.007175,0.082516
1772335326.062526,248.465039,18.148687,20.881622,0.949920,-0.301209,0.007464,0.082885
1772335326.083526,248.622968,18.288868,20.909882,0.949464,-0.302524,0.007804,0.083285
1772335326.113527,248.847806,18.490046,20.950499,0.948819,-0.304417,0.008265,0.083693
1772335326.143527,249.071729,18.692312,20.991407,0.948163,-0.306320,0.008692,0.084144
1772335326.173528,249.294766,18.895678,21.032633,0.947505,-0.308225,0.009213,0.084541
1772335326.203528,249.516904,19.100142,21.074123,0.946842,-0.310143,0.009686,0.084897
1772335326.233529,249.738156,19.305714,21.115904,0.946175,-0.312061,0.010248,0.085238
1772335326.263530,249.958524,19.512400,21.157957,0.945499,-0.313991,0.010752,0.085588
1772335326.293530,250.178006,19.720202,21.200270,0.944833,-0.315922,0.011358,0.085766
1772335326.323531,250.396619,19.929117,21.242805,0.944151,-0.317866,0.011852,0.086016
1772335326.350532,250.592648,20.118099,21.281292,0.943540,-0.319612,0.012401,0.086182
1772335326.371532,250.744626,20.265707,21.311325,0.943065,-0.320983,0.012718,0.086235
1772335326.392533,250.896192,20.413868,21.341471,0.942582,-0.322344,0.013164,0.086371
1772335326.422533,251.111997,20.626480,21.384718,0.941894,-0.324288,0.013833,0.086493
1772335326.452534,251.326962,20.840218,21.428185,0.941202,-0.326240,0.014441,0.086592
1772335326.482534,251.541120,21.055077,21.471823,0.940516,-0.328196,0.015032,0.086551
1772335326.512535,251.754437,21.271056,21.515629,0.939822,-0.330152,0.015632,0.086544
1772335326.542536,251.966947,21.488144,21.559559,0.939128,-0.332113,0.016167,0.086479
1772335326.572536,252.178662,21.706345,21.603592,0.938436,-0.334072,0.016732,0.086331
1772335326.602537,252.389615,21.925639,21.647673,0.937742,-0.336037,0.017197,0.086157
1772335326.632538,252.599759,22.146029,21.691811,0.937044,-0.337996,0.017691,0.085988
1772335326.662538,252.809110,22.367497,21.735949,0.936351,-0.339958,0.018118,0.085713
1772335326.692539,253.017697,22.590044,21.780104,0.935652,-0.341911,0.018583,0.085478
1772335326.722539,253.225522,22.813656,21.824228,0.934951,-0.343867,0.018958,0.085217
1772335326.752540,253.432614,23.038332,21.868324,0.934255,-0.345814,0.019367,0.084884
1772335326.782541,253.638989,23.264048,21.912338,0.933555,-0.347763,0.019664,0.084547
1772335326.812541,253.844601,23.490805,21.956291,0.932853,-0.349702,0.019991,0.084227
1772335326.842542,254.049481,23.718586,22.000128,0.932156,-0.351639,0.020256,0.083816
1772335326.872543,254.253644,23.947388,22.043869,0.931453,-0.353563,0.020547,0.083457
1772335326.902543,254.457074,24.177197,22.087481,0.930751,-0.355486,0.020753,0.083076
1772335326.932544,254.659787,24.408005,22.130976,0.930053,-0.357395,0.021003,0.082635
1772335326.962545,254.861798,24.639792,22.174297,0.929354,-0.359303,0.021139,0.082191
1772335326.992545,255.063092,24.872555,22.217468,0.928652,-0.361197,0.021310,0.081780
1772335327.022546,255.263669,25.106272,22.260448,0.927959,-0.363084,0.021434,0.081254
1772335327.052547,255.463559,25.340943,22.303268,0.927264,-0.364954,0.021608,0.080762
1772335327.082547,255.662747,25.576548,22.345888,0.926567,-0.366820,0.021675,0.080292
1772335327.112548,255.861249,25.813086,22.388330,0.925881,-0.368668,0.021824,0.079702
1772335327.142549,256.059033,26.050530,22.430548,0.925189,-0.370514,0.021827,0.079179
1772335327.172549,256.256146,26.288874,22.472561,0.924504,-0.372339,0.021919,0.078587
1772335327.202550,256.452588,26.528100,22.514334,0.923820,-0.374156,0.021927,0.077989
1772335327.232550,256.648327,26.768199,22.555906,0.923144,-0.375952,0.022027,0.077339
1772335327.262551,256.843396,27.009154,22.597244,0.922463,-0.377742,0.021999,0.076745
1772335327.292552,257.037793,27.250958,22.638371,0.921797,-0.379508,0.022087,0.075997
1772335327.322552,257.231518,27.493584,22.679241,0.921128,-0.381268,0.022042,0.075319
1772335327.352553,257.424572,27.737027,22.719883,0.920468,-0.383005,0.022084,0.074555
1772335327.382554,257.597760,27.956803,22.756231,0.919877,-0.384559,0.022047,0.073852
1772335327.400554,257.732068,28.128186,22.784420,0.919418,-0.385747,0.022154,0.073337
1772335327.421554,257.866040,28.300156,22.813843,0.918903,-0.386898,0.022560,0.073615
1772335327.451555,258.056866,28.546550,22.856081,0.918282,-0.388562,0.022816,0.072503
1772335327.481556,258.247082,28.793490,22.896669,0.917639,-0.390244,0.022579,0.071687
1772335327.502556,258.379834,28.966729,22.924519,0.917202,-0.391386,0.022745,0.070988
1772335327.529557,258.550061,29.189959,22.959988,0.916653,-0.392869,0.022587,0.069932
1772335327.550557,258.682141,29.363978,22.987415,0.916221,-0.394013,0.022441,0.069202
1772335327.571558,258.813885,29.538340,23.014748,0.915796,-0.395130,0.022521,0.068431
1772335327.598558,258.982800,29.763007,23.049702,0.915239,-0.396559,0.022519,0.067611
1772335327.619559,259.113842,29.938121,23.076759,0.914814,-0.397653,0.022598,0.066911
1772335327.640559,259.244580,30.113560,23.103739,0.914385,-0.398735,0.022713,0.066287
1772335327.670560,259.430828,30.364739,23.142139,0.913782,-0.400268,0.022805,0.065330
1772335327.700560,259.616467,30.616547,23.180357,0.913186,-0.401785,0.022841,0.064335
1772335327.730561,259.801525,30.868970,23.218412,0.912592,-0.403279,0.022915,0.063385
1772335327.757562,259.967572,31.096659,23.252487,0.912065,-0.404610,0.022917,0.062468
1772335327.778562,260.096386,31.274073,23.278912,0.911653,-0.405628,0.023021,0.061847
1772335327.808563,260.279919,31.528024,23.316561,0.911068,-0.407065,0.023160,0.060972
1772335327.838563,260.462872,31.782531,23.354136,0.910484,-0.408480,0.023342,0.060155
1772335327.868564,260.645275,32.037597,23.391651,0.909908,-0.409878,0.023489,0.059300
1772335327.898565,260.827099,32.293200,23.429075,0.909336,-0.411265,0.023518,0.058449
1772335327.928565,261.008404,32.549319,23.466433,0.908767,-0.412631,0.023608,0.057629
1772335327.949566,261.134991,32.728904,23.492504,0.908375,-0.413581,0.023588,0.057009
1772335327.976566,261.297344,32.960158,23.525982,0.907863,-0.414784,0.023664,0.056382
1772335327.997567,261.423321,33.140284,23.551945,0.907476,-0.415716,0.023616,0.055764
1772335328.018567,261.549053,33.320647,23.577871,0.907083,-0.416638,0.023615,0.055282
1772335328.048568,261.728192,33.578696,23.614838,0.906528,-0.417939,0.023639,0.054544
1772335328.078568,261.906841,33.837184,23.651690,0.905978,-0.419229,0.023572,0.053815
1772335328.108569,262.084942,34.096114,23.688467,0.905428,-0.420500,0.023570,0.053149
1772335328.138570,262.262554,34.355464,23.725149,0.904884,-0.421759,0.023506,0.052463
1772335328.168570,262.439678,34.615226,23.761774,0.904341,-0.422999,0.023523,0.051833
1772335328.198571,262.616253,34.875377,23.798321,0.903802,-0.424227,0.023489,0.051206
1772335328.228572,262.792339,35.135936,23.834831,0.903267,-0.425435,0.023536,0.050582
1772335328.258572,262.967937,35.396842,23.871275,0.902737,-0.426635,0.023495,0.049960
1772335328.285573,263.125561,35.631984,23.904060,0.902260,-0.427697,0.023557,0.049465
1772335328.306573,263.247875,35.815078,23.929541,0.901890,-0.428520,0.023542,0.049098
1772335328.327574,263.369946,35.998340,23.955029,0.901523,-0.429331,0.023609,0.048717
1772335328.357574,263.543957,36.260444,23.991444,0.901003,-0.430477,0.023733,0.048160
1772335328.387575,263.717480,36.522891,24.027893,0.900486,-0.431610,0.023844,0.047635
1772335328.417576,263.890545,36.785667,24.064358,0.899976,-0.432730,0.023943,0.047060
1772335328.447576,264.063122,37.048766,24.100863,0.899468,-0.433834,0.024103,0.046526
1772335328.474577,264.218090,37.285823,24.133730,0.899017,-0.434818,0.024181,0.046008
1772335328.495577,264.338360,37.470374,24.159325,0.898666,-0.435572,0.024326,0.045654
1772335328.525578,264.509777,37.734275,24.195946,0.898168,-0.436635,0.024589,0.045167
1772335328.555579,264.680797,37.998477,24.232668,0.897673,-0.437683,0.024885,0.044698
1772335328.585579,264.851360,38.262977,24.269514,0.897183,-0.438719,0.025150,0.044216
1772335328.615580,265.021496,38.527766,24.306456,0.896702,-0.439743,0.025381,0.043673
1772335328.645581,265.191265,38.792831,24.343504,0.896223,-0.440752,0.025652,0.043178
1772335328.675581,265.360576,39.058166,24.380630,0.895751,-0.441751,0.025861,0.042637
1772335328.705582,265.529522,39.323764,24.417839,0.895282,-0.442735,0.026110,0.042119
1772335328.735582,265.698101,39.589610,24.455097,0.894820,-0.443712,0.026235,0.041584
1772335328.765583,265.866314,39.855708,24.492430,0.894360,-0.444672,0.026434,0.041084
1772335328.795584,266.034099,40.122039,24.529795,0.893907,-0.445622,0.026580,0.040553
1772335328.825584,266.201549,40.388599,24.567228,0.893456,-0.446556,0.026794,0.040075
1772335328.855585,266.368633,40.655379,24.604710,0.893010,-0.447482,0.026904,0.039610
1772335328.885586,266.535381,40.922378,24.642262,0.892568,-0.448393,0.027084,0.039142
1772335328.915586,266.701793,41.189578,24.679852,0.892131,-0.449297,0.027175,0.038677
1772335328.945587,266.867870,41.456989,24.717510,0.891696,-0.450186,0.027306,0.038272
1772335328.975588,267.033611,41.724590,24.755205,0.891268,-0.451066,0.027393,0.037826
1772335329.005588,267.198986,41.992378,24.792978,0.890840,-0.451933,0.027533,0.037459
1772335329.035589,267.364055,42.260341,24.830793,0.890418,-0.452793,0.027573,0.037059
1772335329.065589,267.528789,42.528480,24.868689,0.889998,-0.453639,0.027707,0.036718
1772335329.095590,267.693218,42.796790,24.906633,0.889583,-0.454480,0.027716,0.036363
1772335329.125591,267.857341,43.065265,24.944660,0.889171,-0.455306,0.027824,0.036028
1772335329.155591,268.021160,43.333896,24.982738,0.888762,-0.456128,0.027814,0.035724
1772335329.185592,268.184673,43.602680,25.020899,0.888356,-0.456936,0.027905,0.035417
1772335329.215593,268.347911,43.871616,25.059126,0.887952,-0.457741,0.027874,0.035172
1772335329.245593,268.510845,44.140693,25.097439,0.887554,-0.458532,0.027933,0.034869
1772335329.275594,268.673473,44.409911,25.135798,0.887158,-0.459321,0.027846,0.034627
1772335329.305595,268.835826,44.679260,25.174238,0.886766,-0.460096,0.027884,0.034352
1772335329.332595,268.981670,44.921783,25.208868,0.886416,-0.460793,0.027779,0.034139
1772335329.353596,269.094951,45.110484,25.235851,0.886143,-0.461325,0.027828,0.033994
1772335329.374596,269.208110,45.299247,25.262886,0.885870,-0.461854,0.027871,0.033890
1772335329.404597,269.369518,45.569015,25.301600,0.885485,-0.462606,0.027859,0.033719
1772335329.431597,269.514537,45.811904,25.336519,0.885143,-0.463277,0.027804,0.033514
1772335329.452598,269.627147,46.000884,25.363747,0.884875,-0.463793,0.027832,0.033429
1772335329.473598,269.739665,46.189922,25.391033,0.884609,-0.464305,0.027877,0.033331
